timestamp,segment,mode,tracking_mode,sample_rate,eyes_tracked,left_gaze_x,left_gaze_y,left_pupil,right_gaze_x,right_gaze_y,right_pupil,status,left_raw_px,left_raw_py,left_raw_pa,left_raw_width,left_raw_height,left_raw_crx,left_raw_cry,left_raw_crarea,left_raw_cr2x,left_raw_cr2y,left_raw_cr2area,right_raw_px,right_raw_py,right_raw_pa,right_raw_width,right_raw_height,right_raw_crx,right_raw_cry,right_raw_crarea,right_raw_cr2x,right_raw_cr2y,right_raw_cr2area,left_href_x,left_href_y,right_href_x,right_href_y,cal_target_index
860691,1,RECORD,CR,500,L,748.9,712.9,1166.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860693,1,RECORD,CR,500,L,749.2,713.2,1166.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860695,1,RECORD,CR,500,L,749.3,713.9,1167.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860697,1,RECORD,CR,500,L,749.1,714.9,1166.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860699,1,RECORD,CR,500,L,748.7,715.2,1166.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860701,1,RECORD,CR,500,L,748.2,714.9,1167.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860703,1,RECORD,CR,500,L,749.1,715.3,1167.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860705,1,RECORD,CR,500,L,750.1,716.3,1168.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860707,1,RECORD,CR,500,L,749.7,716.0,1169.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860709,1,RECORD,CR,500,L,749.1,716.0,1168.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860711,1,RECORD,CR,500,L,748.9,715.9,1169.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860713,1,RECORD,CR,500,L,748.8,715.7,1170.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860715,1,RECORD,CR,500,L,748.9,715.6,1170.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860717,1,RECORD,CR,500,L,748.5,715.6,1170.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860719,1,RECORD,CR,500,L,748.0,715.6,1169.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860721,1,RECORD,CR,500,L,748.4,715.5,1168.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860723,1,RECORD,CR,500,L,748.9,716.3,1169.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860725,1,RECORD,CR,500,L,749.0,716.9,1169.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860727,1,RECORD,CR,500,L,749.0,717.0,1169.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860729,1,RECORD,CR,500,L,748.4,717.3,1169.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860731,1,RECORD,CR,500,L,749.0,716.9,1171.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860733,1,RECORD,CR,500,L,749.0,716.1,1173.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860735,1,RECORD,CR,500,L,748.8,716.2,1173.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860737,1,RECORD,CR,500,L,748.6,716.5,1173.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860739,1,RECORD,CR,500,L,748.9,717.1,1174.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860741,1,RECORD,CR,500,L,748.9,717.6,1176.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860743,1,RECORD,CR,500,L,748.8,717.5,1176.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860745,1,RECORD,CR,500,L,748.1,718.4,1176.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860747,1,RECORD,CR,500,L,748.4,719.2,1176.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860749,1,RECORD,CR,500,L,749.5,719.0,1178.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860751,1,RECORD,CR,500,L,749.9,719.1,1180.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860753,1,RECORD,CR,500,L,750.5,719.7,1181.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860755,1,RECORD,CR,500,L,750.6,720.2,1182.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860757,1,RECORD,CR,500,L,750.2,720.9,1181.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860759,1,RECORD,CR,500,L,749.9,721.2,1182.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860761,1,RECORD,CR,500,L,749.4,720.7,1182.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860763,1,RECORD,CR,500,L,749.0,719.9,1184.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860765,1,RECORD,CR,500,L,749.4,719.3,1185.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860767,1,RECORD,CR,500,L,750.3,718.9,1185.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860769,1,RECORD,CR,500,L,750.9,719.6,1187.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860771,1,RECORD,CR,500,L,751.6,719.8,1188.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860773,1,RECORD,CR,500,L,752.9,720.1,1187.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860775,1,RECORD,CR,500,L,754.2,721.1,1187.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860777,1,RECORD,CR,500,L,753.0,722.1,1185.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860779,1,RECORD,CR,500,L,746.2,722.6,1184.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860781,1,RECORD,CR,500,L,737.0,725.1,1188.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860783,1,RECORD,CR,500,L,720.9,723.2,1191.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860785,1,RECORD,CR,500,L,701.0,716.6,1191.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860787,1,RECORD,CR,500,L,680.1,710.2,1191.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860789,1,RECORD,CR,500,L,661.1,700.9,1191.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
860791,1,RECORD,CR,500,L,648.0,692.4,1189.0,,,,...,,,,,,,,,,,,,,,,,,,,,,,,,,,
